3000	1	0.6123	0.2315
3050	1	0.6218	0.2397
3100	1	0.6352	0.2497
3150	1	0.6439	0.2587
3200	1	0.6546	0.2705
3250	1	0.666	0.2769
3300	1	0.6703	0.2908
3350	1	0.6848	0.3014
3400	1	0.6924	0.3106
3450	1	0.7012	0.3209
3500	1	0.7085	0.3314
3550	1	0.7202	0.3434
3600	1	0.7326	0.3569
3650	1	0.735	0.3638
3700	1	0.7448	0.3751
3750	1	0.7531	0.3863
3800	1	0.7582	0.3969
3850	1	0.7708	0.4104
3900	1	0.7758	0.4227
3950	1	0.7844	0.4334
4000	1	0.7932	0.4438
4050	1	0.7979	0.4577
4100	1	0.8067	0.4696
4150	1	0.8113	0.481
4200	1	0.8208	0.4939
4250	1	0.8267	0.5063
4300	1	0.8252	0.5166
4350	1	0.8414	0.5307
4400	1	0.8456	0.5424
4450	1	0.8525	0.5552
4500	1	0.8596	0.5664
4550	1	0.8615	0.5776
4600	1	0.869	0.5913
4650	1	0.8739	0.6016
4700	1	0.8777	0.6134
4750	1	0.8848	0.6287
4800	1	0.8884	0.6373
4850	1	0.8936	0.6508
4900	1	0.9021	0.6617
4950	1	0.9027	0.6737
5000	1	0.9128	0.687
5050	1	0.9178	0.6996
5100	1	0.9204	0.7085
5150	1	0.9237	0.7193
5200	1	0.9275	0.7328
5250	1	0.9311	0.7449
5300	1	0.9357	0.7543
5350	1	0.9403	0.7648
5400	1	0.9481	0.7758
5450	1	0.9529	0.7888
5500	1	0.9446	0.7981
5550	1	0.954	0.8093
5600	1	0.9649	0.8224
5650	1	0.9657	0.8341
5700	1	0.9683	0.8437
5750	1	0.9789	0.86
5800	1	0.971	0.8633
5850	1	0.9769	0.8733
5900	1	0.9847	0.8909
5950	1	0.9844	0.8986
6000	1	0.9877	0.9105
6050	1	0.9915	0.9198
6100	1	1	0.9358
6150	1	1	0.9424
6200	1	1	0.952
6250	1	1	0.9623
6300	1	1	0.9694
6350	0.9905	1	0.9736
6400	0.9835	1	0.9821
6450	0.9865	1	0.9899
6500	0.9828	1	0.9965
6550	0.9783	1	1
6600	0.9712	1	1
6650	0.9614	1	1
6700	0.9514	0.9802	1
6750	0.9399	0.9708	1
6800	0.9349	0.9659	1
6850	0.9216	0.958	1
6900	0.9154	0.9544	1
6950	0.9099	0.9485	1
7000	0.9038	0.9371	1
7050	0.8953	0.9353	1
7100	0.8874	0.9298	1
7150	0.8799	0.9187	1
7200	0.874	0.9204	1
7250	0.8663	0.9149	1
7300	0.8664	0.9102	1
7350	0.8543	0.9065	1
7400	0.843	0.9036	1
7450	0.8461	0.8973	1
7500	0.8395	0.8922	1
7550	0.8326	0.8844	1
7600	0.8256	0.8835	1
7650	0.8111	0.8764	1
7700	0.818	0.8733	1
7750	0.8101	0.8708	1
7800	0.8049	0.8626	1
7850	0.7979	0.8602	1
7900	0.8	0.86	1
7950	0.7867	0.8618	1
8000	0.7863	0.8464	1
